name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
delhi india,2024-12-01T00:00:00,60.8,60.8,51.8,72.22,0,0,,0,0,7.2,2.2,250,1014,0,1.9,0,0,0,,Clear,clear-night,"VIDP,42181099999"
delhi india,2024-12-01T01:00:00,60.8,60.8,53.6,77.15,0,0,,0,0,6.5,2.2,220,1014,0,1.2,0,0,0,,Clear,clear-night,"VIDP,42181099999"
delhi india,2024-12-01T02:00:00,57.5,57.5,54.5,89.77,0,0,,0,0,6.7,0.6,270,1013.8,0,0.7,0,0,0,,Clear,fog,"42182099999,VIDP,42181099999"
delhi india,2024-12-01T03:00:00,58.9,58.9,53.5,82.26,0,0,,0,0,6.7,0,0,1014,0,1.2,0,0,0,,Clear,clear-night,VIDP
delhi india,2024-12-01T04:00:00,58.9,58.9,53.5,82.26,0,0,,0,0,6.7,0,0,1014,0,1.2,0,0,0,,Clear,clear-night,VIDP
delhi india,2024-12-01T05:00:00,57.1,57.1,53.5,87.74,0,0,,0,0,6.7,2.2,180,1014,0,1.2,0,0,0,,Clear,clear-night,VIDP
delhi india,2024-12-01T06:00:00,57.1,57.1,53.5,87.74,0,0,,0,0,6.7,3.4,250,1015,0,0.6,0,0,0,,Clear,fog,VIDP
delhi india,2024-12-01T07:00:00,57.1,57.1,53.5,87.74,0,0,,0,0,6.7,3.4,240,1015,0,0.6,0,0,0,,Clear,fog,VIDP
delhi india,2024-12-01T08:00:00,60.7,60.7,53.5,77.15,0,0,,0,0,6.7,3.4,220,1016,0,0.6,12.4,0,0,,Clear,fog,VIDP
delhi india,2024-12-01T09:00:00,64.3,64.3,51.7,63.61,0,0,,0,0,7.2,3.4,220,1017,0,0.6,144,0.5,1,,Clear,fog,VIDP
delhi india,2024-12-01T10:00:00,67.9,67.9,51.7,56.15,0,0,,0,0,7.8,3.4,290,1017,0,1.2,324.9,1.2,3,,Clear,clear-day,VIDP
delhi india,2024-12-01T11:00:00,71.5,71.5,51.7,49.65,0,0,,0,0,9.4,4.7,300,1016,0,1.2,481.2,1.7,5,,Clear,clear-day,VIDP
delhi india,2024-12-01T12:00:00,75.1,75.1,51.7,43.99,0,0,,0,0,11,4.7,290,1015,0,1.9,587.8,2.1,6,,Clear,clear-day,VIDP
delhi india,2024-12-01T13:00:00,75.1,75.1,48.1,38.48,0,0,,0,0,11.4,4.7,290,1014,0,1.9,632.1,2.3,6,,Clear,clear-day,VIDP
delhi india,2024-12-01T14:00:00,76.9,76.9,44.5,31.64,0,0,,0,0,12.1,9.2,280,1013,0,2.5,609.7,2.2,6,,Clear,clear-day,VIDP
delhi india,2024-12-01T15:00:00,76.9,76.9,46.3,33.87,0,0,,0,0,12.3,9.2,300,1012,0,2.5,522.9,1.9,5,,Clear,clear-day,VIDP
delhi india,2024-12-01T16:00:00,75.1,75.1,48.1,38.48,0,0,,0,0,12.3,6.9,290,1011,0,2.5,381,1.4,4,,Clear,clear-day,VIDP
delhi india,2024-12-01T17:00:00,71.5,71.5,49.9,46.45,0,0,,0,0,11.6,3.4,280,1011,0,2.5,204,0.7,2,,Clear,clear-day,VIDP
delhi india,2024-12-01T18:00:00,67.9,67.9,51.7,56.15,0,0,,0,0,7.2,3.4,250,1012,0,1.9,40.6,0.1,0,,Clear,clear-night,VIDP
delhi india,2024-12-01T19:00:00,66.1,66.1,51.7,59.75,0,0,,0,0,7.4,3.4,230,1012,0,1.9,0,0,0,,Clear,clear-night,VIDP
delhi india,2024-12-01T20:00:00,64.3,64.3,51.7,63.61,0,0,,0,0,7.4,3.4,270,1013,0,1.9,0,0,0,,Clear,clear-night,VIDP
delhi india,2024-12-01T21:00:00,64.3,64.3,51.7,63.61,0,0,,0,0,7.4,2.2,316.4,1013,0,1.9,0,0,0,,Clear,clear-night,VIDP
delhi india,2024-12-01T22:00:00,62.5,62.5,53.5,72.39,0,0,,0,0,7.4,0,0,1013,0,1.9,0,0,0,,Clear,clear-night,VIDP
delhi india,2024-12-01T23:00:00,60.7,60.7,53.5,77.15,0,0,,0,0,7.2,0,0,1013,0,1.9,0,0,0,,Clear,clear-night,VIDP
delhi india,2024-12-02T00:00:00,60.7,60.7,53.5,77.15,0,0,,0,0,7.4,0,0,1013,0.6,1.9,0,0,0,,Clear,clear-night,VIDP
delhi india,2024-12-02T01:00:00,58.9,58.9,53.5,82.26,0,0,,0,0,6.7,0,0,1013,0,1.9,0,0,0,,Clear,clear-night,VIDP
delhi india,2024-12-02T02:00:00,58.9,58.9,53.5,82.26,0,0,,0,0,6.7,0,0,1012,0,1.9,0,0,0,,Clear,clear-night,VIDP
delhi india,2024-12-02T03:00:00,57.2,57.2,53.6,87.75,0,0,,0,0,6.9,0,0,1012,0,1.9,0,0,0,,Clear,clear-night,"VIDP,42181099999"
delhi india,2024-12-02T04:00:00,57.2,57.2,53.6,87.75,0,0,,0,0,7.6,0,0,1012,0,1.9,0,0,0,,Clear,clear-night,"VIDP,42181099999"
delhi india,2024-12-02T05:00:00,53.7,53.7,52.8,96.7,0,0,,0,0,7.6,0,0,1012.9,0,0.7,0,0,0,,Clear,fog,"42182099999,VIDP,42181099999"
delhi india,2024-12-02T06:00:00,57.2,57.2,53.6,87.75,0,0,,0,0,7.2,3.4,240,1014,0,1.2,0,0,0,,Clear,clear-night,"VIDP,42181099999"
delhi india,2024-12-02T07:00:00,57.2,57.2,53.6,87.75,0,0,,0,0,6.7,2.2,320.5,1014,0,0.6,0,0,0,,Clear,fog,"VIDP,42181099999"
delhi india,2024-12-02T08:00:00,59,59,55.4,87.81,0,0,,0,0,6.5,4.3,264,1015.4,0,0.6,11.9,0,0,,Clear,fog,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi india,2024-12-02T09:00:00,62.6,62.6,53.6,72.4,0,0,,0,0,10.1,3.4,250,1016,0,1.2,144.8,0.5,1,,Clear,clear-day,"VIDP,42181099999"
delhi india,2024-12-02T10:00:00,68,68,51.8,56.16,0,0,,0,0,11.2,4.7,250,1016,0,1.2,329.6,1.2,3,,Clear,clear-day,"VIDP,42181099999"
delhi india,2024-12-02T11:00:00,73.9,73.9,53.8,49.42,0,0,,0,0,12.8,4.3,276,1015.2,0,0.7,488.7,1.8,5,,Clear,fog,"42182099999,VIDP,42139099999,42181099999"
delhi india,2024-12-02T12:00:00,75.2,75.2,51.8,44,0,0,,0,0,13.6,4.7,290,1015,0,1.2,596.6,2.1,6,,Clear,clear-day,"VIDP,42181099999"
delhi india,2024-12-02T13:00:00,77,77,50,38.78,0,0,,0,0,12.5,5.2,300,1014,0,1.5,641.2,2.3,6,,Clear,clear-day,"VIDP,42181099999"
delhi india,2024-12-02T14:00:00,78.5,78.5,53.1,41.29,0,0,,0,0,12.5,4,276,1012.7,0,1.3,618.5,2.2,6,,Clear,clear-day,"42182099999,VIDP,42139099999,42181099999"
delhi india,2024-12-02T15:00:00,78.8,78.8,48.2,34.17,0,0,,0,0,11.9,5.8,290,1013,0,2.5,531.2,1.9,5,,Clear,clear-day,"VIDP,42181099999"
delhi india,2024-12-02T16:00:00,77,77,48.2,36.26,0,0,,0,0,11,4.7,300,1013,0,2.5,388.2,1.4,4,,Clear,clear-day,"VIDP,42181099999"
delhi india,2024-12-02T17:00:00,74.3,74.3,58.2,57.12,0,0,,0,0,9.8,1,265,1012.2,0,1.4,208.5,0.8,2,,Clear,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi india,2024-12-02T18:00:00,69.8,69.8,51.8,52.8,0,0,,0,0,6.9,3.4,230,1014,0,2.5,41.6,0.1,0,,Clear,clear-night,"VIDP,42181099999"
delhi india,2024-12-02T19:00:00,68,68,51.8,56.16,0,0,,0,0,7.4,0,0,1014,0,2.5,0,0,0,,Clear,clear-night,"VIDP,42181099999"
delhi india,2024-12-02T20:00:00,62,62,55.7,79.77,0,0,,0,0,7.6,0.6,250,1014.6,0,1.4,0,0,0,,Clear,clear-night,"42182099999,VIDP,42181099999"
delhi india,2024-12-02T21:00:00,62.6,62.6,53.6,72.4,0,0,,0,0,7.6,0,0,1015,0,1.9,0,0,0,,Clear,clear-night,"VIDP,42181099999"
delhi india,2024-12-02T22:00:00,62.6,62.6,53.6,72.4,0,0,,0,0,7.6,0,0,1015,0,1.9,0,0,0,,Clear,clear-night,"VIDP,42181099999"
delhi india,2024-12-02T23:00:00,58.3,58.3,54.6,87.36,0,0,,0,0,7.2,0,0,1015.7,0,1.3,0,0,0,,Clear,clear-night,"42182099999,VIDP,42181099999"
delhi india,2024-12-03T00:00:00,60.8,60.8,53.6,77.15,0,0,,0,0,7.6,0,0,1016,0,1.9,0,0,0,,Clear,clear-night,"VIDP,42181099999"
delhi india,2024-12-03T01:00:00,59,59,53.6,82.26,0,0,,0,0,6.7,0,0,1015,0,1.9,0,0,0,,Clear,clear-night,"VIDP,42181099999"
delhi india,2024-12-03T02:00:00,55.4,55.4,53.2,92.23,0,0,,0,0,7.2,0,0,1015.2,0,1.3,0,0,0,,Clear,clear-night,"42182099999,VIDP,42181099999"
delhi india,2024-12-03T03:00:00,57.2,57.2,53.6,87.75,0,0,,0,0,7.2,0,0,1015,0,1.9,0,0,0,,Clear,clear-night,"VIDP,42181099999"
delhi india,2024-12-03T04:00:00,57.2,57.2,53.6,87.75,0,0,,0,0,6.9,0,0,1015,0,1.2,0,0,0,,Clear,clear-night,"VIDP,42181099999"
delhi india,2024-12-03T05:00:00,53.3,53.3,52.5,97.16,0,0,,0,0,6.9,0,0,1015.2,0,0.7,0,0,0,,Clear,fog,"42182099999,VIDP,42181099999"
delhi india,2024-12-03T06:00:00,55.4,55.4,53.6,93.65,0,0,,0,0,6.9,0,0,1016,0,1.2,0,0,0,,Clear,clear-night,"VIDP,42181099999"
delhi india,2024-12-03T07:00:00,55.4,55.4,53.6,93.65,0,0,,0,0,6.9,0,0,1016,0,0.6,0,0,0,,Clear,fog,"VIDP,42181099999"
delhi india,2024-12-03T08:00:00,56.2,56.2,54,92.07,0,0,,0,0,7.4,1.3,251,1017.5,0,0.6,11.3,0,0,,Clear,fog,"42182099999,42176099999,VIDP,42139099999,42181099999"
delhi india,2024-12-03T09:00:00,64.4,64.4,53.6,67.97,0,0,,0,0,5.6,3.4,260,1018,0,1.2,143.4,0.5,1,,Clear,clear-day,"VIDP,42181099999"
delhi india,2024-12-03T10:00:00,69.8,69.8,51.8,52.8,0,0,,0,0,8.1,3.4,270,1018,0,1.2,308.3,1.1,3,,Clear,clear-day,"VIDP,42181099999"
