name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"delhi, india",2024-05-01T00:00:00,78.8,78.8,41,25.97,0,0,,0,0,8.3,0,0,1003,0,2.5,0,0,0,,Clear,clear-night,"VIDP,42181099999"
"delhi, india",2024-05-01T01:00:00,78.8,78.8,41,25.97,0,0,,0,0,19.7,8.1,270,1003,0,2.5,0,0,0,,Clear,clear-night,"VIDP,42181099999"
"delhi, india",2024-05-01T02:00:00,77.3,77.3,49.7,38.03,0,0,,0,0,14.5,5.5,276,1001.6,0,2.3,0,0,0,,Clear,clear-night,"42182099999,VIDP,42181099999"
"delhi, india",2024-05-01T03:00:00,76.9,76.9,39.1,25.69,0,0,,0,0,18.3,6.9,310,1003,0,2.5,0,0,0,,Clear,clear-night,VIDP
"delhi, india",2024-05-01T04:00:00,73.3,73.3,44.5,35.68,0,0,,0,0,15.9,9.2,310,1003,0,1.9,0,0,0,,Clear,clear-night,VIDP
"delhi, india",2024-05-01T05:00:00,73.3,73.3,46.3,38.2,0,0,,0,0,16.8,8.1,290,1004,0,1.9,0,0,0,,Clear,clear-night,VIDP
"delhi, india",2024-05-01T06:00:00,71.5,71.5,44.5,37.91,0,0,,0,0,16.3,5.8,280,1004,0,1.2,0,0,0,,Clear,clear-day,VIDP
"delhi, india",2024-05-01T07:00:00,75.1,75.1,44.5,33.59,0,0,,0,0,14.5,6.9,280,1005,0,1.2,34.8,0.1,0,,Clear,clear-day,VIDP
"delhi, india",2024-05-01T08:00:00,78.7,78.7,44.5,29.81,0,0,,0,0,17.4,9.2,290,1005,0,1.9,210.7,0.8,2,,Clear,clear-day,VIDP
"delhi, india",2024-05-01T09:00:00,82.3,80.3,42.7,24.74,0,0,,0,0,19.2,11.4,270,1006,0,1.9,437.2,1.6,4,,Clear,clear-day,VIDP
"delhi, india",2024-05-01T10:00:00,85.9,82.7,37.3,17.87,0,0,,0,0,23,11.4,280,1006,0,2.5,655.2,2.4,7,,Clear,clear-day,VIDP
"delhi, india",2024-05-01T11:00:00,89.5,85.5,30.1,11.95,0,0,,0,0,20.8,9.2,280,1006,0,2.5,836.1,3,8,,Clear,clear-day,VIDP
"delhi, india",2024-05-01T12:00:00,91.3,87,26.5,9.75,0,0,,0,0,23,11.4,290,1005,0,3.1,961.2,3.5,10,,Clear,clear-day,VIDP
"delhi, india",2024-05-01T13:00:00,91.3,87,26.5,9.75,0,0,,0,0,23,11.4,290,1005,0,3.1,1018.9,3.7,10,,Clear,clear-day,VIDP
"delhi, india",2024-05-01T14:00:00,91.3,87,24.7,9.05,0,0,,0,0,21.9,10.3,280,1004,0,3.1,1002.9,3.6,10,,Clear,clear-day,VIDP
"delhi, india",2024-05-01T15:00:00,89.5,85.5,24.7,9.57,0,0,,0,0,19.7,8.1,280,1004,0,3.1,917.3,3.3,9,,Clear,clear-day,VIDP
"delhi, india",2024-05-01T16:00:00,89.5,85.5,26.5,10.31,0,0,,0,0,23,11.4,280,1004,0,3.1,769,2.8,8,,Clear,clear-day,VIDP
"delhi, india",2024-05-01T17:00:00,89.5,85.5,28.3,11.11,0,0,,0,0,23,11.4,280,1003,0,3.1,573,2.1,6,,Clear,clear-day,VIDP
"delhi, india",2024-05-01T18:00:00,87.7,84,30.1,12.65,0,0,,0,0,25.7,11.4,290,1004,0,3.1,349.5,1.3,3,,Clear,clear-day,VIDP
"delhi, india",2024-05-01T19:00:00,85.9,82.6,30.1,13.4,0,0,,0,0,23.3,10.3,290,1004,0,2.5,130.8,0.5,0,,Clear,clear-night,VIDP
"delhi, india",2024-05-01T20:00:00,84.1,81.2,30.1,14.19,0,0,,0,0,15,8.1,300,1005,0,2.5,6.8,0,0,,Clear,clear-night,VIDP
"delhi, india",2024-05-01T21:00:00,82.3,79.9,30.1,15.04,0,0,,0,0,10.1,8.1,310,1006,0,2.5,0,0,0,,Clear,clear-night,VIDP
"delhi, india",2024-05-01T22:00:00,80.5,78.8,33.7,18.44,0,0,,0,0,9.6,8.1,300,1006,0,2.5,0,0,0,,Clear,clear-night,VIDP
"delhi, india",2024-05-01T23:00:00,80.5,78.9,35.5,19.81,0,0,,0,0,11.2,9.2,300,1006,0,2.5,0,0,0,,Clear,clear-night,VIDP
"delhi, india",2024-05-02T00:00:00,78.7,78.7,37.3,22.56,0,0,,0,0,12.5,6.9,310,1006,0,2.5,0,0,0,,Clear,clear-night,VIDP
"delhi, india",2024-05-02T01:00:00,78.7,78.7,39.1,24.21,0,0,,0,0,11.2,5.8,320,1006,0,2.5,0,0,0,,Clear,clear-night,VIDP
"delhi, india",2024-05-02T02:00:00,76.9,76.9,40.9,27.55,0,0,,0,0,11.4,4.7,300,1005,0,1.9,0,0,0,,Clear,clear-night,VIDP
"delhi, india",2024-05-02T03:00:00,73.4,73.4,41,31.08,0,0,,0,0,11.6,5.8,260,1005,0,1.9,0,0,0,,Clear,clear-night,"VIDP,42181099999"
"delhi, india",2024-05-02T04:00:00,71.6,71.6,41,33.03,0,0,,0,0,11.6,4.7,250,1005,0,1.9,0,0,0,,Clear,clear-night,"VIDP,42181099999"
"delhi, india",2024-05-02T05:00:00,68.8,68.8,48.4,48.24,0,0,,0,0,11.4,3.7,248,1004.2,0,1.2,0,0,0,,Clear,clear-night,"42182099999,VIDP,42181099999"
"delhi, india",2024-05-02T06:00:00,69.8,69.8,42.8,37.64,0,0,,0,0,11,4.7,240,1006,0,0.6,0,0,0,,Clear,fog,"VIDP,42181099999"
"delhi, india",2024-05-02T07:00:00,71.6,71.6,42.8,35.4,0,0,,0,0,10.5,5.8,260,1006,0,0.6,36.7,0.1,0,,Clear,fog,"VIDP,42181099999"
"delhi, india",2024-05-02T08:00:00,78.2,78.2,47.8,34.24,0,0,,0,0,13,6.1,290,1005.3,30.4,1.2,216.3,0.8,2,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"delhi, india",2024-05-02T09:00:00,84.2,81.5,41,21.79,0,0,,0,0,15.9,9.2,280,1007,27.2,2.5,445,1.6,4,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-05-02T10:00:00,86,82.9,42.8,22.05,0,0,,0,0,18.1,10.3,280,1007,27.2,2.5,662,2.4,7,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-05-02T11:00:00,89.3,85.9,46.1,22.54,0,0,,0,0,18.8,9.8,276,1005.2,30.4,2.6,840.6,3,8,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999"
"delhi, india",2024-05-02T12:00:00,91.4,87.4,41,17.35,0,0,,0,0,19.7,9.2,280,1006,27.2,3.1,963.4,3.5,10,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-05-02T13:00:00,93.2,88.7,35.6,13.28,0,0,,0,0,21.5,11.4,290,1006,27.2,3.1,1018.9,3.7,10,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-05-02T14:00:00,95.4,91.3,43,16.54,0,0,,0,0,21.7,8.2,279,1003.1,30,2.7,1002.7,3.6,10,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999"
"delhi, india",2024-05-02T15:00:00,95,90.4,37.4,13.48,0,0,,0,0,20.8,9.2,290,1004,0,3.7,917.3,3.3,9,,Clear,clear-day,"VIDP,42181099999"
"delhi, india",2024-05-02T16:00:00,95,90.4,37.4,13.48,0,0,,0,0,21.7,12.8,300,1004,0,3.1,770,2.8,8,,Clear,clear-day,"VIDP,42181099999"
"delhi, india",2024-05-02T17:00:00,92.6,89.2,47.6,21.49,0,0,,0,0,21.3,6.7,318,1001.7,0,2.6,574.1,2.1,6,,Clear,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"delhi, india",2024-05-02T18:00:00,93.2,88.9,39.2,15.29,0,0,,0,0,19.9,6.9,310,1004,0,3.1,349.9,1.3,3,,Clear,clear-day,"VIDP,42181099999"
"delhi, india",2024-05-02T19:00:00,89.6,85.7,39.2,17.11,0,0,,0,0,16.8,6.9,290,1005,0,2.5,132.1,0.5,0,,Clear,clear-night,"VIDP,42181099999"
"delhi, india",2024-05-02T20:00:00,85.8,83.7,51.8,31.08,0,0,,0,0,7.8,4.1,274,1004,0,2.3,7.2,0,0,,Clear,clear-night,"42182099999,VIDP,42181099999"
"delhi, india",2024-05-02T21:00:00,86,82.9,41,20.57,0,0,,0,0,8.7,5.8,280,1006,0,2.5,0,0,0,,Clear,clear-night,"VIDP,42181099999"
