name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"delhi, india",2024-02-01T00:00:00,57.2,57.2,57.2,100,0,0,,0,0,8.7,9.2,110,1014,88.9,0.6,0,0,0,,Partially cloudy,fog,"VIDP,42181099999"
"delhi, india",2024-02-01T01:00:00,57.2,57.2,57.2,100,0,0,,0,0,11.4,9.2,100,1014,88.9,0.6,0,0,0,,Partially cloudy,fog,"VIDP,42181099999"
"delhi, india",2024-02-01T02:00:00,57.3,57.3,57.2,99.68,0.286,100,rain,0,0,10.7,4.4,197,1013.8,96.8,0.6,0,0,0,,"Rain, Overcast",rain,"42182099999,VIDP,42181099999"
"delhi, india",2024-02-01T03:00:00,57.2,57.2,57.2,100,0,0,,0,0,10.5,12.8,90,1014,88.9,0.6,0,0,0,,Partially cloudy,fog,"VIDP,42181099999"
"delhi, india",2024-02-01T04:00:00,57.2,57.2,57.2,100,0,0,,0,0,12.1,11.4,110,1013,88.9,0.6,0,0,0,,Partially cloudy,fog,"VIDP,42181099999"
"delhi, india",2024-02-01T05:00:00,57,57,56.8,99.43,0.258,100,rain,0,0,11.9,4.2,174,1013.6,96.8,0.6,0,0,0,,"Rain, Overcast",rain,"42182099999,VIDP,42181099999"
"delhi, india",2024-02-01T06:00:00,57.2,57.2,57.2,100,0,0,,0,0,13.2,6.9,20,1014,88.9,0.6,0,0,0,,Partially cloudy,fog,"VIDP,42181099999"
"delhi, india",2024-02-01T07:00:00,57.2,57.2,57.2,100,0,0,,0,0,14.8,6.9,100,1014.4,88.9,0.6,0,0,0,,Partially cloudy,fog,"VIDP,42181099999"
"delhi, india",2024-02-01T08:00:00,57,57,56.5,98.35,0.1,100,rain,0,0,16.3,2.6,101,1016.3,99.9,0.6,2.3,0,0,,"Rain, Overcast",rain,"42182099999,42176099999,VIDP,42139099999,42181099999"
"delhi, india",2024-02-01T09:00:00,57.2,57.2,55.4,93.7,0,0,,0,0,19.2,9.2,120,1017,100,1.2,82.6,0.3,1,,Overcast,cloudy,"VIDP,42181099999"
"delhi, india",2024-02-01T10:00:00,59,59,55.4,87.84,0,0,,0,0,23.9,11.4,100,1017,88.9,1.2,200.5,0.7,2,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-02-01T11:00:00,60.7,60.7,58.5,92.48,0.032,100,rain,0,0,27.1,9.7,160,1017.3,88.4,1.3,400.5,1.4,4,,"Rain, Partially cloudy",rain,"42182099999,VIDP,42139099999,42181099999"
"delhi, india",2024-02-01T12:00:00,62.6,62.6,59,88.01,0,0,,0,0,27.3,13.9,120,1017,88.9,1.9,420.7,1.5,4,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-02-01T13:00:00,64.4,64.4,59,82.63,0,0,,0,0,27.3,11.4,100,1016,88.9,1.9,417.4,1.5,4,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-02-01T14:00:00,64.5,64.5,58.4,80.62,0,0,,0,0,23,7.9,160,1015.8,88.4,1.3,400.4,1.4,4,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999"
"delhi, india",2024-02-01T15:00:00,64.4,64.4,60.8,88.1,0,0,,0,0,20.6,10.3,100,1016,88.9,1.2,364.8,1.3,4,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-02-01T16:00:00,64.4,64.4,60.8,88.1,0,0,,0,0,19.5,9.2,100,1016,88.9,1.2,310.9,1.1,3,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-02-01T17:00:00,63.2,63.2,59,86.31,0,0,,0,0,19.5,5.7,174,1015.9,51.5,1.2,274.7,1,3,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999"
"delhi, india",2024-02-01T18:00:00,60.8,60.8,59,93.79,0,0,,0,0,16.3,4.7,90,1017,27.2,1.2,103.9,0.4,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"delhi, india",2024-02-01T19:00:00,59,59,57.2,93.75,0,0,,0,0,14.8,5.8,90,1018,27.2,1.2,5,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"delhi, india",2024-02-01T20:00:00,59.1,59.1,57.6,94.83,0,0,,0,0,13.6,4.1,154,1018.3,43.5,1.2,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"delhi, india",2024-02-01T21:00:00,57.2,57.2,57.2,100,0,0,,0,0,13.4,5.8,80,1019,27.2,1.2,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"delhi, india",2024-02-01T22:00:00,57.2,57.2,55.4,93.7,0,0,,0,0,13.4,0,0,1019,27.2,1.2,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"delhi, india",2024-02-01T23:00:00,55.7,55.7,55.1,97.83,0,0,,0,0,12.3,1,96,1019.6,64.9,0.7,0,0,0,,Partially cloudy,fog,"42182099999,VIDP,42181099999"
"delhi, india",2024-02-02T00:00:00,55.4,55.4,53.6,93.65,0,0,,0,0,10.5,0,0,1019,27.2,0.6,0,0,0,,Partially cloudy,fog,"VIDP,42181099999"
"delhi, india",2024-02-02T01:00:00,53.6,53.6,53.6,100,0,0,,0,0,8.9,0,0,1019,27.2,0.6,0,0,0,,Partially cloudy,fog,"VIDP,42181099999"
"delhi, india",2024-02-02T02:00:00,53.6,53.6,53,97.79,0,0,,0,0,7.2,0,0,1019.5,64.9,0.6,0,0,0,,Partially cloudy,fog,"42182099999,VIDP,42181099999"
"delhi, india",2024-02-02T03:00:00,51.8,51.8,51.8,100,0,0,,0,0,6,0,0,1019,27.2,0.6,0,0,0,,Partially cloudy,fog,"VIDP,42181099999"
"delhi, india",2024-02-02T04:00:00,50,50,50,100,0,0,,0,0,5.8,0,0,1019,100,0,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
"delhi, india",2024-02-02T05:00:00,49.1,49.1,49,99.58,0,0,,0,0,3.8,0,0,1019.4,100,0,0,0,0,,Overcast,cloudy,"42182099999,VIDP,42181099999"
"delhi, india",2024-02-02T06:00:00,50,50,50,100,0,0,,0,0,2.5,0,0,1019,100,0,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
"delhi, india",2024-02-02T07:00:00,51.8,51.8,51.8,100,0,0,,0,0,5.1,2.2,240,1020,100,0,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
"delhi, india",2024-02-02T08:00:00,51.2,51.2,51.1,99.92,0,0,,0,0,7.2,0.5,273,1021,100,0,2.6,0,0,,Overcast,cloudy,"42182099999,42176099999,VIDP,42139099999,42181099999"
"delhi, india",2024-02-02T09:00:00,53.6,53.6,51.8,93.6,0,0,,0,0,8.9,4.7,240,1022,100,0,72.1,0.3,1,,Overcast,cloudy,"VIDP,42181099999"
"delhi, india",2024-02-02T10:00:00,53.6,53.6,53.6,100,0,0,,0,0,11,4.7,280,1022,100,0,179.9,0.6,2,,Overcast,cloudy,"VIDP,42181099999"
"delhi, india",2024-02-02T11:00:00,59.4,59.4,55.1,85.72,0,0,,0,0,13.4,5.7,221,1021.2,100,0.4,330.6,1.2,3,,Overcast,fog,"42182099999,VIDP,42139099999,42181099999"
"delhi, india",2024-02-02T12:00:00,57.2,57.2,55.4,93.7,0,0,,0,0,15.4,6.9,270,1021,100,0.6,518,1.9,5,,Overcast,fog,"VIDP,42181099999"
"delhi, india",2024-02-02T13:00:00,57.2,57.2,55.4,93.7,0,0,,0,0,16.1,8.1,280,1020,100,0.6,676.7,2.4,7,,Overcast,fog,"VIDP,42181099999"
