name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"delhi, india",2024-04-01T00:00:00,75.1,75.1,62.5,64.92,0,0,,0,0,18.3,6.9,320,1011,25,2.5,0,0,0,,Partially cloudy,partly-cloudy-night,VIDP
"delhi, india",2024-04-01T01:00:00,75.1,75.1,62.5,64.92,0,0,,0,0,17.7,6.9,320,1011,25,2.5,0,0,0,,Partially cloudy,partly-cloudy-night,VIDP
"delhi, india",2024-04-01T02:00:00,73.3,73.3,62.5,68.96,0,0,,0,0,16.8,5.8,300,1010,0,2.5,0,0,0,,Clear,clear-night,VIDP
"delhi, india",2024-04-01T03:00:00,71.5,71.5,62.5,73.28,0,0,,0,0,15.2,8.1,240,1009,3,1.9,0,0,0,,Clear,clear-night,VIDP
"delhi, india",2024-04-01T04:00:00,67.9,67.9,66.1,93.97,0,0,,0,0,13.9,8.1,250,1010,1.2,1.2,0,0,0,,Clear,clear-night,VIDP
"delhi, india",2024-04-01T05:00:00,67.9,67.9,64.3,88.27,0,0,,0,0,12.5,6.9,250,1010,11,1.2,0,0,0,,Clear,clear-night,VIDP
"delhi, india",2024-04-01T06:00:00,66.1,66.1,64.3,93.93,0,0,,0,0,10.7,4.7,240,1010,25,0.6,0,0,0,,Partially cloudy,fog,VIDP
"delhi, india",2024-04-01T07:00:00,67.9,67.9,64.3,88.27,0,0,,0,0,10.5,9.2,260,1011,25,0.6,3.1,0,0,,Partially cloudy,fog,VIDP
"delhi, india",2024-04-01T08:00:00,71.5,71.5,64.3,78.06,0,0,,0,0,13.2,9.2,270,1011,25,1.2,105.8,0.4,1,,Partially cloudy,partly-cloudy-day,VIDP
"delhi, india",2024-04-01T09:00:00,73.3,73.3,58.9,60.69,0,0,,0,0,15.9,9.2,270,1011,25,1.2,311,1.1,3,,Partially cloudy,partly-cloudy-day,VIDP
"delhi, india",2024-04-01T10:00:00,78.7,78.7,55.3,44.54,0,0,,0,0,17.4,8.1,290,1012,25,2.5,508,1.8,5,,Partially cloudy,partly-cloudy-day,VIDP
"delhi, india",2024-04-01T11:00:00,84.1,82.2,49.9,30.64,0,0,,0,0,18.6,10.3,290,1011,50,3.1,685,2.5,7,,Partially cloudy,partly-cloudy-day,VIDP
"delhi, india",2024-04-01T12:00:00,85.9,82.9,42.7,22.04,0,0,,0,0,20.8,9.2,290,1010,50,3.1,789.8,2.8,8,,Partially cloudy,partly-cloudy-day,VIDP
"delhi, india",2024-04-01T13:00:00,85.9,82.9,42.7,22.04,0,0,,0,0,20.8,9.2,290,1010,50,3.7,856.8,3.1,9,,Partially cloudy,partly-cloudy-day,VIDP
"delhi, india",2024-04-01T14:00:00,85.9,82.9,42.7,22.04,0,0,,0,0,20.8,9.2,290,1009,50,3.7,875.7,3.2,9,,Partially cloudy,partly-cloudy-day,VIDP
"delhi, india",2024-04-01T15:00:00,87.7,84.2,40.9,19.42,0,0,,0,0,20.8,9.2,290,1009,50,3.7,795.5,2.9,8,,Partially cloudy,partly-cloudy-day,VIDP
"delhi, india",2024-04-01T16:00:00,87.7,84.2,40.9,19.42,0,0,,0,0,20.8,9.2,290,1009,50,3.7,684.2,2.5,7,,Partially cloudy,partly-cloudy-day,VIDP
"delhi, india",2024-04-01T17:00:00,85.9,82.9,42.7,22.04,0,0,,0,0,20.8,9.2,300,1008,50,3.7,511.3,1.8,5,,Partially cloudy,partly-cloudy-day,VIDP
"delhi, india",2024-04-01T18:00:00,82.3,80.2,40.9,23.08,0,0,,0,0,18.3,6.9,300,1009,50,3.1,288.7,1,3,,Partially cloudy,partly-cloudy-day,VIDP
"delhi, india",2024-04-01T19:00:00,80.5,79.3,42.7,26.23,0,0,,0,0,16.6,9.2,300,1009,50,3.1,79.1,0.3,0,,Partially cloudy,partly-cloudy-night,VIDP
"delhi, india",2024-04-01T20:00:00,78.7,78.7,44.5,29.81,0,0,,0,0,10.5,6.9,320,1010,50,3.1,0.4,0,0,,Partially cloudy,partly-cloudy-night,VIDP
"delhi, india",2024-04-01T21:00:00,76.9,76.9,46.3,33.87,0,0,,0,0,9.6,5.8,310,1010,50,3.1,0,0,0,,Partially cloudy,partly-cloudy-night,VIDP
"delhi, india",2024-04-01T22:00:00,75.1,75.1,46.3,35.96,0,0,,0,0,9.6,8.1,310,1010,50,2.5,0,0,0,,Partially cloudy,partly-cloudy-night,VIDP
