name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"delhi, india",2024-07-01T00:00:00,87.8,105.1,80.6,79.33,0,0,,0,0,11.4,4.7,110,998,50,1.9,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"delhi, india",2024-07-01T01:00:00,87.8,108.2,82.4,84.11,0,0,,0,0,6.3,4.7,190,998,50,1.9,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"delhi, india",2024-07-01T02:00:00,87.2,103,79.9,78.99,0,0,,0,0,8.1,1.3,230,995.7,82.3,1.3,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"delhi, india",2024-07-01T03:00:00,86,101.9,80.6,84,0,0,,0,0,7.4,4.7,230,997,50,1.9,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"delhi, india",2024-07-01T04:00:00,84.2,98.2,80.6,88.99,0,0,,0,0,4.5,4.7,200,996,50,1.9,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"delhi, india",2024-07-01T05:00:00,84.4,96.3,78.6,82.84,0,0,,0,0,5.4,1.7,236,995.2,42.9,1.3,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"delhi, india",2024-07-01T06:00:00,84.2,96.1,78.8,83.9,0,0,,0,0,8.3,6.9,220,997,50,1.9,0,0,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-07-01T07:00:00,84.2,96.1,78.8,83.9,0,0,,0,0,9.4,5.8,230,997,50,2.5,25.9,0.1,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-07-01T08:00:00,87.6,100.6,77.8,72.86,0,0,,0,0,8.1,3.3,270,996.5,44,1.7,90.3,0.3,1,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"delhi, india",2024-07-01T09:00:00,87.8,99.9,77,70.47,0,0,,0,0,8.9,6.9,270,999,88.9,3.1,226.3,0.8,2,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-07-01T10:00:00,87.8,105.1,80.6,79.33,0,0,,0,0,15.4,5.8,300,999,88.9,3.1,343.8,1.2,3,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-07-01T11:00:00,91,107.1,78.8,67.6,0,0,,0,0,14.8,3,270,996.5,81.4,2.5,378.2,1.4,4,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999"
"delhi, india",2024-07-01T12:00:00,91.4,107.8,78.8,66.78,0,0,,0,0,14.5,5.8,270,997,88.9,2.5,509.8,1.8,5,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-07-01T13:00:00,93.2,110.3,78.8,63.14,0,0,,0,0,13.6,6.9,280,997,88.9,2.5,275.9,1,3,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-07-01T14:00:00,95.4,114.6,79.5,60.48,0,0,,0,0,14.3,4.4,276,994,81.3,2.5,593.8,2.1,6,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999"
"delhi, india",2024-07-01T15:00:00,95,112.8,78.8,59.73,0,0,,0,0,14.1,4.7,290,995,88.9,2.5,643.9,2.3,6,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-07-01T16:00:00,95,112.8,78.8,59.73,0,0,,0,0,13.6,6.9,300,994,88.9,2.5,403.5,1.5,4,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
