name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"delhi, india",2024-08-01T00:00:00,77,77,77,100,0,0,,0,0,13.2,3.4,170,1001,100,1.9,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
"delhi, india",2024-08-01T01:00:00,78.8,78.8,77,94.23,0,0,,0,0,22.4,4.7,150,1000,100,1.9,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
"delhi, india",2024-08-01T02:00:00,78.7,78.7,76.9,94.23,0,0,,0,0,19.2,3.4,80,1000,100,1.9,0,0,0,,Overcast,cloudy,VIDP
"delhi, india",2024-08-01T03:00:00,78.8,78.8,77,94.23,0,0,,0,0,18.3,6.9,110,1000,100,1.9,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
"delhi, india",2024-08-01T04:00:00,78.8,78.8,78.8,100,0,0,,0,0,17.4,5.8,120,1000,100,1.9,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
"delhi, india",2024-08-01T05:00:00,78.9,78.9,78.7,99.48,0.498,100,rain,0,0,17.2,1.3,160,998.5,95.6,1.3,0,0,0,,"Rain, Overcast",rain,"42182099999,VIDP,42181099999"
"delhi, india",2024-08-01T06:00:00,78.8,78.8,78.8,100,0,0,,0,0,17.7,2.2,152.9,1000,100,1.9,0,0,0,,Overcast,cloudy,"VIDP,42181099999"
"delhi, india",2024-08-01T07:00:00,80.6,88.1,78.8,94.27,0,0,,0,0,17.9,3.4,120,1000,100,1.9,2.3,0,0,,Overcast,cloudy,"VIDP,42181099999"
"delhi, india",2024-08-01T08:00:00,80.1,87,78.8,95.56,0,0,,0,0,17.4,1.7,126,999.7,92.9,1.4,5.3,0,0,,Overcast,cloudy,"42182099999,42176099999,VIDP,42139099999,42181099999"
"delhi, india",2024-08-01T09:00:00,84.2,98.2,80.6,88.99,0,0,,0,0,15.9,4.7,140,1001,88.9,2.5,16.7,0.1,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-08-01T10:00:00,84.2,96.1,78.8,83.9,0,0,,0,0,14.8,4.7,130,1002,88.9,3.1,74.1,0.3,1,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-08-01T11:00:00,84.7,98.5,79.9,85.53,0,0,,0,0,16.1,3,117,1000.1,89.7,2.6,191,0.7,2,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999"
