name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"delhi, india",2024-06-01T00:00:00,96.8,95.8,57.2,26.88,0,0,,0,0,6.7,0,0,1000,0,1.9,0,0,0,,Clear,clear-night,"VIDP,42181099999"
"delhi, india",2024-06-01T01:00:00,95,93.2,55.4,26.61,0,0,,0,0,8.5,0,0,1000,0,1.9,0,0,0,,Clear,clear-night,"VIDP,42181099999"
"delhi, india",2024-06-01T02:00:00,90.7,93.7,66.5,45.11,0,0,,0,0,8.9,2.6,224,997.9,45.6,1.3,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"delhi, india",2024-06-01T03:00:00,95,92.7,53.6,24.92,0,0,,0,0,9.4,9.2,240,1000,50,1.9,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"delhi, india",2024-06-01T04:00:00,95,91.9,50,21.82,0,0,,0,0,9.2,0,0,1000,88.9,1.9,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"delhi, india",2024-06-01T05:00:00,90.2,91.4,63.6,41.39,0,0,,0,0,11.4,1.3,309,998.8,52.7,1.3,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"delhi, india",2024-06-01T06:00:00,93.2,90.4,51.8,24.66,0,0,,0,0,11.9,4.7,20,1001,50,1.9,0.1,0,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-06-01T07:00:00,96.8,94.6,53.6,23.58,0,0,,0,0,12.3,3.4,20,1002,50,1.9,58.8,0.2,1,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-06-01T08:00:00,99.8,99.9,58.8,25.96,0,0,,0,0,15,8.9,264,1000.8,46.8,1.3,233.7,0.8,2,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"delhi, india",2024-06-01T09:00:00,102.2,99.3,50,17.54,0,0,,0,0,19.7,8.1,270,1003,50,2.5,442.6,1.6,4,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-06-01T10:00:00,105.8,103.6,51.8,16.85,0,0,,0,0,20.8,9.2,260,1003,50,2.5,641.6,2.3,6,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-06-01T11:00:00,106.8,107.8,58.9,21.2,0,0,,0,0,19.7,9.6,259,1000.8,66.7,2.5,805.1,2.9,8,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999"
"delhi, india",2024-06-01T12:00:00,107.6,106.1,53.6,17.07,0,0,,0,0,19.7,8.1,290,1003,88.9,2.5,913.8,3.3,9,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-06-01T13:00:00,107.6,106.1,53.6,17.07,0,0,,0,0,20.8,9.2,290,1002,50,2.5,903.2,3.3,9,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-06-01T14:00:00,110.5,110.5,62.3,21.41,0,0,,0,0,16.1,6.8,263,998.4,61.1,2.6,851.1,3.1,9,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999"
"delhi, india",2024-06-01T15:00:00,96.8,95.8,57.2,26.88,0,0,,0,0,14.5,8.1,300,1002,88.9,1.2,758,2.7,8,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-06-01T16:00:00,102.2,98.8,48.2,16.4,0,0,,0,0,20.8,9.2,340,1001,88.9,1.9,637.7,2.3,6,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-06-01T17:00:00,102.1,102.9,59.7,25.04,0,0,,0,0,14.5,1,74,998.7,89.6,2.2,371.5,1.3,4,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"delhi, india",2024-06-01T18:00:00,93.2,92.6,59,32.03,0,0,,0,0,13.4,4.7,190,1003,88.9,1.9,250.4,0.9,3,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
