name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"delhi, india",2024-09-01T00:00:00,86,104.7,82.4,89.07,0,0,,0,0,6,4.7,320,1006,50,2.5,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"delhi, india",2024-09-01T01:00:00,86,104.7,82.4,89.07,0,0,,0,0,6.3,5.8,310,1005,50,2.5,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"delhi, india",2024-09-01T02:00:00,84.9,101.5,81.8,90.59,0,0,,0,0,5.8,1,320,1003.6,41.6,1.4,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"delhi, india",2024-09-01T03:00:00,86,104.7,82.4,89.07,0,0,,0,0,6.5,1.3,302.7,1005,50,2.5,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"delhi, india",2024-09-01T04:00:00,84.2,100.7,82.4,94.36,0,0,,0,0,6.7,0,0,1005,50,2.5,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"delhi, india",2024-09-01T05:00:00,83,95.7,80.7,92.92,0,0,,0,0,6.9,0,0,1004,29.2,1.4,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"delhi, india",2024-09-01T06:00:00,82.4,94.1,80.6,94.32,0,0,,0,0,7.2,4.7,250,1006,27.2,1.9,0,0,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-09-01T07:00:00,84.2,100.7,82.4,94.36,0,0,,0,0,6.5,5.8,260,1006,0,1.2,8.1,0,0,,Clear,clear-day,"VIDP,42181099999"
"delhi, india",2024-09-01T08:00:00,86.2,103.5,81.4,85.55,0,0,,0,0,7.2,5.8,289,1005.3,29.1,2.1,116.5,0.4,1,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999"
"delhi, india",2024-09-01T09:00:00,87.8,108.2,82.4,84.11,0,0,,0,0,8.9,6.9,280,1007,50,1.9,305.4,1.1,3,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-09-01T10:00:00,89.6,111.4,82.4,79.46,0,0,,0,0,10.5,5.8,280,1007,50,1.9,503.7,1.8,5,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"delhi, india",2024-09-01T11:00:00,92.9,111.2,79.6,65.43,0,0,,0,0,11.4,5,297,1005,49.9,2.5,603.3,2.2,6,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999"
"delhi, india",2024-09-01T12:00:00,93.2,113.5,80.6,66.98,0,0,,0,0,11.6,5.8,300,1006,50,3.1,695.5,2.5,7,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
