datetime,temp,feelslike,dew,humidity,precip,precipprob,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations,raining
2024-06-01 00:00:00,96.8,95.8,57.2,26.88,0.0,0,0,0,6.7,0.0,0.0,1000.0,0.0,1.9,0.0,0.0,0,,Clear,clear-night,"VIDP,42181099999",False
2024-06-01 01:00:00,95.0,93.2,55.4,26.61,0.0,0,0,0,8.5,0.0,0.0,1000.0,0.0,1.9,0.0,0.0,0,,Clear,clear-night,"VIDP,42181099999",False
2024-06-01 02:00:00,90.7,93.7,66.5,45.11,0.0,0,0,0,8.9,2.6,224.0,997.9,45.6,1.3,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999",False
2024-06-01 03:00:00,95.0,92.7,53.6,24.92,0.0,0,0,0,9.4,9.2,240.0,1000.0,50.0,1.9,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-01 04:00:00,95.0,91.9,50.0,21.82,0.0,0,0,0,9.2,0.0,0.0,1000.0,88.9,1.9,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-01 05:00:00,90.2,91.4,63.6,41.39,0.0,0,0,0,11.4,1.3,309.0,998.8,52.7,1.3,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999",False
2024-06-01 06:00:00,93.2,90.4,51.8,24.66,0.0,0,0,0,11.9,4.7,20.0,1001.0,50.0,1.9,0.1,0.0,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-01 07:00:00,96.8,94.6,53.6,23.58,0.0,0,0,0,12.3,3.4,20.0,1002.0,50.0,1.9,58.8,0.2,1,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-01 08:00:00,99.8,99.9,58.8,25.96,0.0,0,0,0,15.0,8.9,264.0,1000.8,46.8,1.3,233.7,0.8,2,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",False
2024-06-01 09:00:00,102.2,99.3,50.0,17.54,0.0,0,0,0,19.7,8.1,270.0,1003.0,50.0,2.5,442.6,1.6,4,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-01 10:00:00,105.8,103.6,51.8,16.85,0.0,0,0,0,20.8,9.2,260.0,1003.0,50.0,2.5,641.6,2.3,6,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-01 11:00:00,106.8,107.8,58.9,21.2,0.0,0,0,0,19.7,9.6,259.0,1000.8,66.7,2.5,805.1,2.9,8,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999",False
2024-06-01 12:00:00,107.6,106.1,53.6,17.07,0.0,0,0,0,19.7,8.1,290.0,1003.0,88.9,2.5,913.8,3.3,9,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-01 13:00:00,107.6,106.1,53.6,17.07,0.0,0,0,0,20.8,9.2,290.0,1002.0,50.0,2.5,903.2,3.3,9,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-01 14:00:00,110.5,110.5,62.3,21.41,0.0,0,0,0,16.1,6.8,263.0,998.4,61.1,2.6,851.1,3.1,9,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999",False
2024-06-01 15:00:00,96.8,95.8,57.2,26.88,0.0,0,0,0,14.5,8.1,300.0,1002.0,88.9,1.2,758.0,2.7,8,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-01 16:00:00,102.2,98.8,48.2,16.4,0.0,0,0,0,20.8,9.2,340.0,1001.0,88.9,1.9,637.7,2.3,6,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-01 17:00:00,102.1,102.9,59.7,25.04,0.0,0,0,0,14.5,1.0,74.0,998.7,89.6,2.2,371.5,1.3,4,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",False
2024-06-01 18:00:00,93.2,92.6,59.0,32.03,0.0,0,0,0,13.4,4.7,190.0,1003.0,88.9,1.9,250.4,0.9,3,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-01 19:00:00,93.2,92.6,59.0,32.03,0.0,0,0,0,9.6,3.4,250.0,1003.0,88.9,1.9,118.5,0.4,1,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-01 20:00:00,93.3,95.9,65.3,39.77,0.0,0,0,0,6.9,5.9,256.0,1001.1,88.4,2.2,14.4,0.1,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999",False
2024-06-01 21:00:00,91.4,90.1,57.2,31.76,0.0,0,0,0,14.1,5.8,250.0,1004.0,88.9,1.9,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-01 22:00:00,91.4,90.7,59.0,33.87,0.0,0,0,0,17.0,5.8,240.0,1004.0,88.9,1.9,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-01 23:00:00,89.1,91.5,65.8,46.23,0.0,0,0,0,12.8,11.4,234.0,1002.1,88.4,2.2,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999",False
2024-06-02 00:00:00,91.4,89.5,55.4,29.75,0.0,0,0,0,15.7,6.9,220.0,1003.0,88.9,1.9,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-02 01:00:00,91.4,89.5,55.4,29.75,0.0,0,0,0,10.7,8.1,180.0,1003.0,88.9,1.9,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-02 02:00:00,88.0,91.0,66.9,49.82,0.0,0,0,0,9.6,6.3,221.0,1000.4,88.4,2.2,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999",False
2024-06-02 03:00:00,89.6,88.3,57.2,33.6,0.0,0,0,0,10.3,3.4,320.0,1003.0,88.9,1.9,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-02 04:00:00,89.6,88.9,59.0,35.84,0.0,0,0,0,10.1,3.4,200.0,1003.0,88.9,1.9,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-02 05:00:00,87.4,90.8,67.6,51.98,0.0,0,0,0,8.1,0.0,0.0,1001.3,89.7,2.2,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999",False
2024-06-02 06:00:00,89.6,89.5,60.8,38.21,0.0,0,0,0,7.6,0.0,0.0,1003.0,88.9,1.9,0.1,0.0,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-02 07:00:00,91.4,91.4,60.8,36.12,0.0,0,0,0,6.7,6.9,60.0,1005.0,88.9,2.5,48.9,0.2,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-02 08:00:00,94.8,98.4,66.5,39.73,0.0,0,0,0,7.8,1.4,56.0,1003.2,48.8,2.6,208.3,0.7,2,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999",False
2024-06-02 09:00:00,98.6,97.1,55.4,23.84,0.0,0,0,0,10.3,3.4,360.0,1006.0,50.0,3.1,423.7,1.5,4,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-02 10:00:00,102.2,101.0,55.4,21.39,0.0,0,0,0,10.5,2.2,339.0,1006.0,50.0,3.1,584.9,2.1,6,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-02 11:00:00,104.3,107.6,63.3,26.58,0.0,0,0,0,11.9,5.3,275.0,1002.9,29.2,2.7,789.3,2.8,8,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999",False
2024-06-02 12:00:00,105.8,104.2,53.6,18.0,0.0,0,0,0,15.0,9.2,300.0,1005.0,0.0,3.7,895.0,3.2,9,,Clear,clear-day,"VIDP,42181099999",False
2024-06-02 13:00:00,107.6,105.4,51.8,15.98,0.0,0,0,0,13.4,8.1,290.0,1004.0,0.0,4.3,944.4,3.4,9,,Clear,clear-day,"VIDP,42181099999",False
2024-06-02 14:00:00,107.7,109.5,60.0,21.42,0.0,0,0,0,13.6,5.6,299.0,1000.7,4.4,2.8,937.8,3.4,9,,Clear,clear-day,"42182099999,VIDP,42139099999,42181099999",False
2024-06-02 15:00:00,107.6,106.1,53.6,17.07,0.0,0,0,0,14.3,8.1,350.0,1002.0,27.2,3.7,853.6,3.1,9,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-02 16:00:00,105.8,104.2,53.6,18.0,0.0,0,0,0,14.5,5.8,320.0,1002.0,27.2,3.1,662.8,2.4,7,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-02 17:00:00,106.8,112.2,65.4,26.66,0.0,0,0,0,14.3,5.3,311.0,999.0,40.0,2.6,462.4,1.7,5,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",False
2024-06-02 18:00:00,105.8,104.2,53.6,18.0,0.0,0,0,0,13.4,6.9,280.0,1002.0,50.0,3.1,325.5,1.2,3,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-02 19:00:00,102.2,100.4,53.6,20.03,0.0,0,0,0,10.5,6.9,260.0,1002.0,50.0,3.1,134.5,0.5,1,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-02 20:00:00,99.0,101.7,64.1,32.08,0.0,0,0,0,6.5,9.8,209.0,1000.1,50.0,2.5,19.1,0.1,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999",False
2024-06-02 21:00:00,96.8,95.8,57.2,26.88,0.0,0,0,0,8.1,10.3,250.0,1003.0,50.0,2.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-02 22:00:00,95.0,94.5,59.0,30.3,0.0,0,0,0,8.5,9.2,250.0,1003.0,50.0,2.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-02 23:00:00,95.1,98.0,65.4,37.87,0.0,0,0,0,9.6,8.9,236.0,1001.2,42.9,2.3,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999",False
2024-06-03 00:00:00,93.2,92.6,59.0,32.03,0.0,0,0,0,10.3,5.8,240.0,1003.0,50.0,2.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-03 01:00:00,91.4,91.4,60.8,36.12,0.0,0,0,0,18.8,5.8,230.0,1003.0,50.0,2.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-03 02:00:00,91.5,94.4,66.2,43.54,0.0,0,0,0,17.4,9.5,232.0,1000.1,45.6,2.2,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999",False
2024-06-03 03:00:00,89.6,89.5,60.8,38.21,0.0,0,0,0,16.8,4.7,230.0,1002.0,27.2,1.9,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-03 04:00:00,87.8,88.5,62.6,43.1,0.0,0,0,0,16.3,0.0,0.0,1003.0,27.2,1.9,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-03 05:00:00,87.4,91.1,68.2,53.05,0.0,0,0,0,14.3,2.9,270.0,1001.3,0.0,1.3,0.0,0.0,0,,Clear,clear-night,"42182099999,VIDP,42181099999",False
2024-06-03 06:00:00,87.8,88.5,62.6,43.1,0.0,0,0,0,11.9,3.4,250.0,1004.0,0.0,1.9,0.1,0.0,0,,Clear,clear-day,"VIDP,42181099999",False
2024-06-03 07:00:00,91.4,92.2,62.6,38.49,0.0,0,0,0,10.7,4.7,260.0,1004.0,0.0,1.9,58.4,0.2,1,,Clear,clear-day,"VIDP,42181099999",False
2024-06-03 08:00:00,93.9,96.3,65.0,38.74,0.0,0,0,0,13.6,8.8,256.0,1002.5,0.0,2.2,229.6,0.8,2,,Clear,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",False
2024-06-03 09:00:00,96.8,97.3,60.8,30.57,0.0,0,0,0,18.3,9.2,290.0,1005.0,0.0,3.1,436.1,1.6,4,,Clear,clear-day,"VIDP,42181099999",False
2024-06-03 10:00:00,100.4,101.5,60.8,27.4,0.0,0,0,0,21.3,6.9,300.0,1005.0,0.0,3.1,633.5,2.3,6,,Clear,clear-day,"VIDP,42181099999",False
2024-06-03 11:00:00,104.2,110.8,67.5,30.92,0.0,0,0,0,22.4,5.6,248.0,1002.0,0.0,2.6,798.1,2.9,8,,Clear,clear-day,"42182099999,VIDP,42139099999,42181099999",False
2024-06-03 12:00:00,105.8,105.8,57.2,20.51,0.0,0,0,0,22.8,6.9,300.0,1004.0,0.0,3.1,896.1,3.2,9,,Clear,clear-day,"VIDP,42181099999",False
2024-06-03 13:00:00,107.6,106.1,53.6,17.07,0.0,0,0,0,18.8,9.2,300.0,1003.0,50.0,3.1,946.0,3.4,9,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-03 14:00:00,110.9,110.9,56.4,17.18,0.0,0,0,0,18.3,9.1,235.0,999.3,34.5,2.6,916.4,3.3,9,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999",False
2024-06-03 15:00:00,111.2,111.2,46.4,11.76,0.0,0,0,0,18.3,6.9,280.0,1001.0,50.0,3.1,820.0,3.0,8,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-03 16:00:00,111.2,111.2,44.6,10.99,0.0,0,0,0,18.3,6.9,250.0,1000.0,50.0,3.1,600.4,2.2,6,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-03 17:00:00,109.6,109.3,55.7,17.39,0.0,0,0,0,17.2,9.4,240.0,996.6,29.4,2.6,542.3,2.0,5,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",False
2024-06-03 18:00:00,107.6,104.2,48.2,13.98,0.0,0,0,0,15.2,8.1,260.0,999.0,27.2,3.1,359.2,1.3,4,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-03 19:00:00,104.0,101.1,50.0,16.62,0.0,0,0,0,9.2,5.8,260.0,1000.0,0.0,3.1,154.3,0.6,2,,Clear,clear-day,"VIDP,42181099999",False
2024-06-03 20:00:00,98.4,101.2,64.3,32.98,0.0,0,0,0,5.1,1.0,250.0,998.0,3.0,2.6,21.2,0.1,0,,Clear,clear-night,"42182099999,VIDP,42181099999",False
2024-06-03 21:00:00,100.4,97.9,51.8,19.79,0.0,0,0,0,3.4,3.4,260.0,1001.0,0.0,2.5,0.0,0.0,0,,Clear,clear-night,"VIDP,42181099999",False
2024-06-03 22:00:00,98.6,96.5,53.6,22.32,0.0,0,0,0,4.3,4.7,250.0,1001.0,50.0,2.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-03 23:00:00,93.3,96.5,66.3,41.39,0.0,0,0,0,5.6,1.3,244.0,999.2,50.0,2.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999",False
2024-06-04 00:00:00,96.8,95.8,57.2,26.88,0.0,0,0,0,6.5,11.4,50.0,1002.0,88.9,2.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-04 01:00:00,93.2,94.2,62.6,36.39,0.0,0,0,0,12.3,8.1,80.0,1002.0,88.9,2.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-04 02:00:00,91.3,94.1,66.1,43.63,0.0,0,0,0,11.0,9.2,170.0,1002.0,88.0,1.9,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,VIDP,False
2024-06-04 03:00:00,89.6,90.3,62.6,40.72,0.0,0,0,0,7.8,5.8,20.0,1003.0,88.9,1.9,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-04 04:00:00,89.6,90.3,62.6,40.72,0.0,0,0,0,7.4,9.2,60.0,1002.0,88.9,1.9,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-04 05:00:00,87.8,91.4,68.0,51.97,0.0,0,0,0,7.6,3.3,97.0,1000.2,50.0,1.3,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999",False
2024-06-04 06:00:00,89.6,91.2,64.4,43.37,0.0,0,0,0,9.6,2.2,150.0,1002.0,27.2,1.9,0.1,0.0,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-04 07:00:00,91.4,94.3,66.2,43.64,0.0,0,0,0,11.0,4.7,200.0,1003.0,27.2,1.9,58.5,0.2,1,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-04 08:00:00,94.6,99.6,68.3,42.43,0.0,0,0,0,12.5,6.6,203.0,1001.9,15.2,2.2,229.1,0.8,2,,Clear,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",False
2024-06-04 09:00:00,96.8,100.6,66.2,36.94,0.0,0,0,0,13.6,8.1,220.0,1004.0,27.2,2.5,434.0,1.6,4,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-04 10:00:00,100.4,101.5,60.8,27.4,0.0,0,0,0,16.8,4.7,270.0,1004.0,50.0,2.5,629.5,2.3,6,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-04 11:00:00,101.5,110.4,70.5,37.11,0.0,0,0,0,21.3,3.1,51.0,1002.1,66.7,2.5,791.7,2.9,8,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999",False
2024-06-04 12:00:00,105.8,107.8,60.8,23.33,0.0,0,0,0,25.1,4.7,340.0,1003.0,50.0,2.5,904.5,3.3,9,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-04 13:00:00,107.6,107.8,57.2,19.45,0.0,0,0,0,15.2,5.8,320.0,1003.0,27.2,3.1,952.7,3.4,10,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-04 14:00:00,109.4,115.3,65.3,24.53,0.0,0,0,0,17.0,7.2,249.0,999.5,35.7,2.6,930.8,3.4,9,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999",False
2024-06-04 15:00:00,109.4,107.3,51.8,15.16,0.0,0,0,0,18.3,11.4,290.0,1001.0,50.0,2.5,840.6,3.0,8,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-04 16:00:00,111.2,111.2,50.0,13.46,0.0,0,0,0,20.8,9.2,260.0,1001.0,50.0,2.5,557.9,2.0,6,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-04 17:00:00,104.9,109.4,64.8,27.57,0.0,0,0,0,21.5,3.9,66.0,998.0,53.8,2.5,505.4,1.8,5,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",False
2024-06-04 18:00:00,104.0,103.8,57.2,21.63,0.0,0,0,0,23.0,4.7,90.0,1000.0,50.0,2.5,289.5,1.0,3,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-04 19:00:00,102.2,102.6,59.0,24.35,0.0,0,0,0,20.4,3.4,100.0,1000.0,27.2,2.5,125.6,0.5,1,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-04 20:00:00,98.2,107.3,71.7,42.81,0.0,0,0,0,12.3,2.0,134.0,998.6,29.2,2.5,19.7,0.1,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999",False
2024-06-04 21:00:00,98.6,97.8,57.2,25.44,0.0,0,0,0,8.1,8.1,140.0,1001.0,27.2,2.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-04 22:00:00,98.6,97.8,57.2,25.44,0.0,0,0,0,7.6,2.2,180.0,1002.0,27.2,2.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-04 23:00:00,94.3,99.2,68.2,42.75,0.0,0,0,0,9.6,0.6,230.0,1000.0,29.2,1.6,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999",False
2024-06-05 00:00:00,96.8,95.1,55.4,25.18,0.0,0,0,0,9.4,0.0,0.0,1002.0,27.2,2.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-05 01:00:00,96.8,95.1,55.4,25.18,0.0,0,0,0,3.4,2.2,256.6,1002.0,27.2,2.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-05 02:00:00,91.6,95.3,67.2,44.95,0.0,0,0,0,4.3,1.3,186.0,999.4,29.2,1.4,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999",False
2024-06-05 03:00:00,95.0,93.2,55.4,26.61,0.0,0,0,0,6.0,4.7,230.0,1001.0,27.2,2.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-05 04:00:00,93.2,91.3,55.4,28.13,0.0,0,0,0,8.5,4.7,250.0,1002.0,27.2,2.5,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-05 05:00:00,90.4,91.9,64.0,41.74,0.0,0,0,0,9.4,6.5,240.0,1001.3,30.0,1.4,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999",False
2024-06-05 06:00:00,95.0,93.2,55.4,26.61,0.0,0,0,0,10.7,5.8,250.0,1003.0,0.0,2.5,0.1,0.0,0,,Clear,clear-day,"VIDP,42181099999",False
2024-06-05 07:00:00,95.0,93.8,57.2,28.4,0.0,0,0,0,12.8,9.2,240.0,1004.0,0.0,2.5,58.9,0.2,1,,Clear,clear-day,"VIDP,42181099999",False
2024-06-05 08:00:00,96.5,97.4,61.6,31.77,0.0,0,0,0,20.8,12.2,235.0,1002.1,0.6,2.3,230.1,0.8,2,,Clear,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",False
2024-06-05 09:00:00,100.4,99.8,57.2,24.09,0.0,0,0,0,20.8,9.2,270.0,1004.0,0.0,1.9,436.1,1.6,4,,Clear,clear-day,"VIDP,42181099999",False
2024-06-05 10:00:00,102.2,101.8,57.2,22.83,0.0,0,0,0,19.7,8.1,270.0,1005.0,0.0,1.9,632.5,2.3,6,,Clear,clear-day,"VIDP,42181099999",False
2024-06-05 11:00:00,105.3,108.5,62.9,25.53,0.0,0,0,0,20.8,11.6,261.0,1002.3,0.0,2.3,794.4,2.9,8,,Clear,clear-day,"42182099999,VIDP,42139099999,42181099999",False
2024-06-05 12:00:00,105.8,105.0,55.4,19.22,0.0,0,0,0,18.3,6.9,290.0,1004.0,0.0,3.1,905.8,3.3,9,,Clear,clear-day,"VIDP,42181099999",False
2024-06-05 13:00:00,107.6,106.9,55.4,18.23,0.0,0,0,0,21.3,9.2,280.0,1003.0,0.0,3.1,944.4,3.4,9,,Clear,clear-day,"VIDP,42181099999",False
2024-06-05 14:00:00,110.2,110.2,61.4,20.91,0.0,0,0,0,18.3,9.4,257.0,999.5,54.4,2.6,938.0,3.4,9,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42139099999,42181099999",False
2024-06-05 15:00:00,109.4,108.0,53.6,16.2,0.0,0,0,0,20.8,9.2,250.0,1001.0,50.0,3.1,867.3,3.1,9,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-05 16:00:00,111.2,111.2,53.6,15.37,0.0,0,0,0,23.0,9.2,260.0,1000.0,50.0,3.1,647.5,2.3,6,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-05 17:00:00,109.2,112.6,62.2,22.21,0.0,0,0,0,18.3,9.0,241.0,997.3,37.1,2.6,421.4,1.5,4,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",False
2024-06-05 18:00:00,107.6,107.8,57.2,19.45,0.0,0,0,0,31.5,8.1,290.0,1000.0,50.0,3.1,222.3,0.8,2,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-05 19:00:00,105.8,105.8,57.2,20.51,0.0,0,0,0,23.9,6.9,280.0,1001.0,50.0,3.1,137.4,0.5,1,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-05 20:00:00,101.0,111.2,71.9,39.43,0.0,0,0,0,16.3,1.3,320.0,999.5,75.2,2.5,17.7,0.1,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999",False
2024-06-05 21:00:00,98.6,100.4,62.6,30.84,0.0,0,0,0,28.9,17.2,30.0,1003.0,50.0,1.9,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-05 22:00:00,91.4,93.2,64.4,40.99,0.0,0,0,0,26.4,15.0,30.0,1004.0,88.9,1.9,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-05 23:00:00,85.7,91.7,71.8,63.36,0.0,0,0,0,3.8,9.8,56.0,1002.9,67.0,2.2,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999",False
2024-06-06 00:00:00,80.6,82.3,64.4,57.87,0.0,0,0,0,23.0,11.4,30.0,1006.0,50.0,1.9,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-06 01:00:00,80.6,81.8,62.6,54.33,0.0,0,0,0,6.5,10.3,60.0,1006.0,50.0,1.9,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-06 02:00:00,82.1,86.5,71.0,69.13,0.033,100,0,0,5.8,6.6,54.0,1001.3,50.0,2.2,0.0,0.0,0,,"Rain, Partially cloudy",rain,"42182099999,VIDP,42181099999",True
2024-06-06 03:00:00,80.6,82.3,64.4,57.87,0.0,0,0,0,4.7,5.8,80.0,1006.0,50.0,1.9,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-06 04:00:00,82.4,83.4,62.6,51.24,0.0,0,0,0,4.5,3.4,140.0,1006.0,27.2,1.9,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999",False
2024-06-06 05:00:00,80.1,82.6,67.7,66.14,0.0,0,0,0,3.6,5.8,180.0,1004.4,29.2,2.2,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999",False
2024-06-06 06:00:00,84.2,85.0,62.6,48.35,0.0,0,0,0,3.8,4.7,150.0,1007.0,27.2,2.5,0.1,0.0,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-06 07:00:00,86.0,86.0,60.8,42.83,0.0,0,0,0,5.6,5.8,220.0,1008.0,50.0,2.5,54.8,0.2,1,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
2024-06-06 08:00:00,86.2,89.7,68.0,54.62,0.0,0,0,0,23.0,10.0,243.0,1008.6,51.6,2.2,217.2,0.8,2,,Partially cloudy,partly-cloudy-day,"42182099999,42176099999,VIDP,42139099999,42181099999",False
2024-06-06 09:00:00,91.4,91.4,60.8,36.12,0.0,0,0,0,10.7,5.8,270.0,1009.0,50.0,2.5,422.5,1.5,4,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999",False
