datetime,temp,feelslike,dew,humidity,precip,precipprob,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations,raining
2024-11-09 04:00:00,69.8,69.8,64.4,82.99,0.0,0,0,0,5.6,3.4,100.0,1014.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-09 05:00:00,67.5,67.5,65.4,92.97,0.0,0,0,0,5.4,1.0,90.0,1013.7,0.0,0.7,0.0,0.0,0,10.0,Clear,fog,"42182099999,VIDP,42181099999",False
2024-11-09 06:00:00,68.0,68.0,64.4,88.27,0.0,0,0,0,5.4,3.4,80.0,1015.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-09 07:00:00,69.8,69.8,64.4,82.99,0.0,0,0,0,5.4,4.7,80.0,1016.0,0.0,0.6,0.0,0.0,0,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-09 08:00:00,69.5,69.5,66.9,91.49,0.0,0,0,0,7.2,2.9,95.0,1015.8,3.4,0.6,33.5,0.1,0,10.0,Clear,fog,"42182099999,42176099999,VIDP,42139099999,42181099999",False
2024-11-09 09:00:00,77.0,77.0,66.2,69.35,0.0,0,0,0,9.8,5.8,120.0,1017.0,0.0,0.6,188.0,0.7,2,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-09 10:00:00,80.6,82.3,64.4,57.87,0.0,0,0,0,12.1,6.9,130.0,1017.0,0.0,0.6,372.3,1.3,4,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-09 11:00:00,84.2,87.9,68.8,59.91,0.0,0,0,0,13.9,3.2,121.0,1014.8,5.6,0.7,491.3,1.8,5,10.0,Clear,fog,"42182099999,VIDP,42139099999,42181099999",False
2024-11-09 12:00:00,86.0,86.7,62.6,45.64,0.0,0,0,0,13.9,6.9,130.0,1015.0,0.0,1.2,567.2,2.0,6,10.0,Clear,clear-day,"VIDP,42181099999",False
2024-11-09 13:00:00,87.8,88.5,62.6,43.1,0.0,0,0,0,13.4,6.9,130.0,1014.0,0.0,1.2,501.1,1.8,5,10.0,Clear,clear-day,"VIDP,42181099999",False
2024-11-09 14:00:00,88.5,92.9,68.9,52.59,0.0,0,0,0,12.8,4.0,133.0,1012.0,22.4,0.8,529.3,1.9,5,10.0,Partially cloudy,fog,"42182099999,VIDP,42139099999,42181099999",False
2024-11-09 15:00:00,87.8,87.7,60.8,40.45,0.0,0,0,0,10.7,5.8,120.0,1013.0,0.0,1.2,483.6,1.7,5,10.0,Clear,clear-day,"VIDP,42181099999",False
2024-11-09 16:00:00,86.0,86.0,60.8,42.83,0.0,0,0,0,9.2,5.8,110.0,1013.0,0.0,1.2,357.0,1.3,4,10.0,Clear,clear-day,"VIDP,42181099999",False
2024-11-09 17:00:00,82.7,87.2,70.9,67.54,0.0,0,0,0,8.3,1.7,83.0,1011.7,6.0,0.8,196.8,0.7,2,10.0,Clear,fog,"42182099999,42176099999,VIDP,42139099999,42181099999",False
2024-11-09 18:00:00,80.6,82.7,66.2,61.61,0.0,0,0,0,7.2,5.8,70.0,1014.0,0.0,1.2,49.8,0.2,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-09 19:00:00,78.8,78.8,66.2,65.35,0.0,0,0,0,8.1,4.7,80.0,1014.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-09 20:00:00,75.1,75.1,69.0,81.2,0.0,0,0,0,8.7,1.3,84.0,1013.5,0.6,0.7,0.0,0.0,0,10.0,Clear,fog,"42182099999,VIDP,42181099999",False
2024-11-09 21:00:00,77.0,77.0,66.2,69.35,0.0,0,0,0,8.9,3.4,90.0,1015.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-09 22:00:00,75.2,75.2,66.2,73.63,0.0,0,0,0,8.7,4.7,90.0,1015.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-09 23:00:00,72.6,72.6,68.0,85.32,0.0,0,0,0,8.3,1.7,90.0,1014.0,0.0,0.7,0.0,0.0,0,10.0,Clear,fog,"42182099999,VIDP,42181099999",False
2024-11-10 00:00:00,73.4,73.4,66.2,78.21,0.0,0,0,0,7.8,4.7,100.0,1014.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-10 01:00:00,71.6,71.6,66.2,83.11,0.0,0,0,0,6.7,4.7,90.0,1014.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-10 02:00:00,69.7,69.7,66.8,90.55,0.0,0,0,0,6.0,1.7,90.0,1013.5,0.0,0.7,0.0,0.0,0,10.0,Clear,fog,"42182099999,VIDP,42181099999",False
2024-11-10 03:00:00,69.8,69.8,66.2,88.35,0.0,0,0,0,6.0,4.7,100.0,1014.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-10 04:00:00,69.8,69.8,66.2,88.35,0.0,0,0,0,6.3,3.4,100.0,1014.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-10 05:00:00,67.6,67.6,65.9,94.22,0.0,0,0,0,6.7,1.0,104.0,1013.7,1.6,0.7,0.0,0.0,0,10.0,Clear,fog,"42182099999,VIDP,42181099999",False
2024-11-10 06:00:00,68.0,68.0,66.2,93.97,0.0,0,0,0,6.7,3.4,90.0,1015.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-10 07:00:00,69.8,69.8,66.2,88.35,0.0,0,0,0,6.9,3.4,110.0,1015.0,0.0,0.6,0.0,0.0,0,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-10 08:00:00,70.7,70.7,66.4,86.15,0.0,0,0,0,8.7,1.4,114.0,1015.5,0.6,0.6,30.4,0.1,0,10.0,Clear,fog,"42182099999,42176099999,VIDP,42139099999,42181099999",False
2024-11-10 09:00:00,75.2,75.2,66.2,73.63,0.0,0,0,0,10.7,4.7,110.0,1017.0,0.0,0.6,178.8,0.6,2,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-10 10:00:00,80.6,82.3,64.4,57.87,0.0,0,0,0,13.0,0.0,0.0,1017.0,0.0,1.2,369.0,1.3,4,10.0,Clear,clear-day,"VIDP,42181099999",False
2024-11-10 11:00:00,81.6,83.8,66.2,59.77,0.0,0,0,0,13.4,0.6,160.0,1014.9,0.0,0.7,513.9,1.9,5,10.0,Clear,fog,"42182099999,VIDP,42139099999,42181099999",False
2024-11-10 12:00:00,84.2,85.0,62.6,48.35,0.0,0,0,0,13.4,2.2,129.2,1015.0,0.0,1.2,628.7,2.3,6,10.0,Clear,clear-day,"VIDP,42181099999",False
2024-11-10 13:00:00,86.0,87.5,64.4,48.62,0.0,0,0,0,11.2,2.2,122.0,1014.0,0.0,1.2,678.2,2.4,7,10.0,Clear,clear-day,"VIDP,42181099999",False
2024-11-10 14:00:00,86.7,91.6,70.0,57.52,0.0,0,0,0,10.7,1.0,35.0,1012.1,0.6,0.7,644.4,2.3,6,10.0,Clear,fog,"42182099999,VIDP,42139099999,42181099999",False
2024-11-10 15:00:00,86.0,87.5,64.4,48.62,0.0,0,0,0,9.4,3.4,50.0,1013.0,0.0,1.2,548.7,2.0,5,10.0,Clear,clear-day,"VIDP,42181099999",False
2024-11-10 16:00:00,84.2,86.5,66.2,54.83,0.0,0,0,0,8.3,3.4,20.0,1013.0,0.0,1.2,392.0,1.4,4,10.0,Clear,clear-day,"VIDP,42181099999",False
2024-11-10 17:00:00,82.1,86.7,71.4,70.09,0.0,0,0,0,6.9,1.0,20.0,1011.9,6.6,0.8,218.5,0.8,2,10.0,Clear,fog,"42182099999,42176099999,VIDP,42139099999,42181099999",False
2024-11-10 18:00:00,78.8,78.8,66.2,65.35,0.0,0,0,0,3.4,0.0,0.0,1014.0,0.0,1.2,50.2,0.2,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-10 19:00:00,77.0,77.0,66.2,69.35,0.0,0,0,0,5.1,0.0,0.0,1014.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-10 20:00:00,73.6,73.6,68.0,82.67,0.0,0,0,0,6.0,0.0,0.0,1014.2,12.6,0.8,0.0,0.0,0,10.0,Clear,fog,"42182099999,VIDP,42181099999",False
2024-11-10 21:00:00,75.2,75.2,66.2,73.63,0.0,0,0,0,6.7,0.0,0.0,1015.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-10 22:00:00,73.4,73.4,66.2,78.21,0.0,0,0,0,6.5,0.0,0.0,1015.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-10 23:00:00,70.6,70.6,66.9,88.06,0.0,0,0,0,5.8,0.0,0.0,1014.7,33.8,0.7,0.0,0.0,0,10.0,Partially cloudy,fog,"42182099999,VIDP,42181099999",False
2024-11-11 00:00:00,71.6,71.6,66.2,83.11,0.0,0,0,0,5.6,0.0,0.0,1015.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-11 01:00:00,71.6,71.6,66.2,83.11,0.0,0,0,0,5.6,0.0,0.0,1015.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-11 02:00:00,68.2,68.2,65.7,91.74,0.0,0,0,0,5.1,0.0,0.0,1013.8,50.8,0.7,0.0,0.0,0,10.0,Partially cloudy,fog,"42182099999,VIDP,42181099999",False
2024-11-11 03:00:00,69.8,69.8,66.2,88.35,0.0,0,0,0,4.7,3.4,60.0,1014.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-11 04:00:00,68.0,68.0,68.0,100.0,0.0,0,0,0,4.3,0.0,0.0,1014.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-11 05:00:00,65.8,65.8,64.1,94.42,0.0,0,0,0,4.7,0.0,0.0,1013.8,52.2,0.7,0.0,0.0,0,10.0,Partially cloudy,fog,"42182099999,VIDP,42181099999",False
2024-11-11 06:00:00,66.2,66.2,66.2,100.0,0.0,0,0,0,4.5,0.0,0.0,1015.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-11 07:00:00,68.0,68.0,66.2,93.97,0.0,0,0,0,4.5,0.0,0.0,1016.0,0.0,0.6,0.0,0.0,0,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-11 08:00:00,68.0,68.0,65.6,91.95,0.0,0,0,0,6.7,0.0,3.0,1015.8,46.4,0.6,24.8,0.1,0,10.0,Partially cloudy,fog,"42182099999,42176099999,VIDP,42139099999,42181099999",False
2024-11-11 09:00:00,77.0,77.0,64.4,65.14,0.0,0,0,0,8.1,0.0,0.0,1017.0,0.0,0.6,159.4,0.6,2,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-11 10:00:00,80.6,82.3,64.4,57.87,0.0,0,0,0,9.2,0.0,0.0,1017.0,0.0,0.6,297.2,1.1,3,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-11 11:00:00,82.9,86.3,68.6,61.99,0.0,0,0,0,9.8,3.0,53.0,1014.8,40.2,0.6,477.6,1.7,5,10.0,Partially cloudy,fog,"42182099999,VIDP,42139099999,42181099999",False
2024-11-11 12:00:00,86.0,86.0,60.8,42.83,0.0,0,0,0,10.5,3.4,70.0,1015.0,0.0,1.2,603.4,2.2,6,10.0,Clear,clear-day,"VIDP,42181099999",False
2024-11-11 13:00:00,86.0,85.5,59.0,40.17,0.0,0,0,0,9.6,2.2,87.7,1014.0,0.0,1.2,606.6,2.2,6,10.0,Clear,clear-day,"VIDP,42181099999",False
2024-11-11 14:00:00,87.9,91.4,67.8,51.43,0.0,0,0,0,9.4,2.6,111.0,1011.8,23.0,0.7,600.0,2.2,6,10.0,Partially cloudy,fog,"42182099999,VIDP,42139099999,42181099999",False
2024-11-11 15:00:00,87.8,87.1,59.0,37.94,0.0,0,0,0,8.5,3.4,120.0,1013.0,0.0,1.2,518.2,1.9,5,10.0,Clear,clear-day,"VIDP,42181099999",False
2024-11-11 16:00:00,86.0,85.5,59.0,40.17,0.0,0,0,0,7.4,3.4,40.0,1013.0,0.0,1.2,404.4,1.5,4,10.0,Clear,clear-day,"VIDP,42181099999",False
2024-11-11 17:00:00,82.4,86.7,70.8,68.15,0.0,0,0,0,6.3,0.0,4.0,1011.5,6.6,0.8,221.0,0.8,2,10.0,Clear,fog,"42182099999,42176099999,VIDP,42139099999,42181099999",False
2024-11-11 18:00:00,80.6,82.7,66.2,61.61,0.0,0,0,0,3.6,0.0,0.0,1013.0,0.0,1.2,51.1,0.2,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-11 19:00:00,78.8,78.8,64.4,61.39,0.0,0,0,0,2.2,2.2,30.7,1014.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-11 20:00:00,73.9,73.9,68.2,82.42,0.0,0,0,0,2.7,1.0,110.0,1013.1,5.6,0.8,0.0,0.0,0,10.0,Clear,fog,"42182099999,VIDP,42181099999",False
2024-11-11 21:00:00,75.2,75.2,66.2,73.63,0.0,0,0,0,4.7,0.0,0.0,1014.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-11 22:00:00,75.2,75.2,66.2,73.63,0.0,0,0,0,5.8,0.0,0.0,1015.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-11 23:00:00,70.5,70.5,66.7,87.65,0.0,0,0,0,6.0,0.0,0.0,1013.8,0.0,0.8,0.0,0.0,0,10.0,Clear,fog,"42182099999,VIDP,42181099999",False
2024-11-12 00:00:00,71.6,71.6,66.2,83.11,0.0,0,0,0,6.3,2.2,70.0,1014.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-12 01:00:00,69.8,69.8,66.2,88.35,0.0,0,0,0,5.6,2.2,110.0,1014.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-12 02:00:00,68.1,68.1,65.1,90.11,0.0,0,0,0,5.4,0.0,0.0,1013.5,0.0,0.8,0.0,0.0,0,10.0,Clear,fog,"42182099999,VIDP,42181099999",False
2024-11-12 03:00:00,69.8,69.8,66.2,88.35,0.0,0,0,0,5.6,0.0,0.0,1014.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-12 04:00:00,68.0,68.0,66.2,93.97,0.0,0,0,0,5.6,0.0,0.0,1014.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-12 05:00:00,66.6,66.6,64.8,94.09,0.0,0,0,0,4.9,0.0,0.0,1013.6,0.0,0.7,0.0,0.0,0,10.0,Clear,fog,"42182099999,VIDP,42181099999",False
2024-11-12 06:00:00,68.0,68.0,66.2,93.97,0.0,0,0,0,4.9,5.8,90.0,1014.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-12 07:00:00,68.0,68.0,66.2,93.97,0.0,0,0,0,5.1,4.7,110.0,1015.0,0.0,0.6,0.0,0.0,0,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-12 08:00:00,69.4,69.4,66.5,90.55,0.0,0,0,0,6.3,2.5,204.0,1015.2,100.0,0.6,31.1,0.1,0,10.0,Overcast,fog,"42182099999,42176099999,VIDP,42139099999,42181099999",False
2024-11-12 09:00:00,78.8,78.8,66.2,65.35,0.0,0,0,0,8.7,3.4,190.0,1016.0,0.0,0.6,186.7,0.7,2,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-12 10:00:00,80.6,82.3,64.4,57.87,0.0,0,0,0,10.5,6.9,220.0,1016.0,0.0,0.6,373.9,1.3,4,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-12 11:00:00,85.7,88.8,67.5,54.65,0.0,0,0,0,11.2,5.5,294.0,1014.2,0.0,0.7,531.3,1.9,5,10.0,Clear,fog,"42182099999,VIDP,42139099999,42181099999",False
2024-11-12 12:00:00,86.0,86.0,60.8,42.83,0.0,0,0,0,11.0,4.7,250.0,1015.0,0.0,1.2,636.1,2.3,6,10.0,Clear,clear-day,"VIDP,42181099999",False
2024-11-12 13:00:00,87.8,87.1,59.0,37.94,0.0,0,0,0,9.4,4.7,260.0,1014.0,0.0,1.9,660.2,2.4,7,10.0,Clear,clear-day,"VIDP,42181099999",False
2024-11-12 14:00:00,89.6,90.1,62.1,39.98,0.0,0,0,0,10.7,8.8,272.0,1011.7,16.0,1.4,647.4,2.3,6,10.0,Clear,clear-day,"42182099999,VIDP,42139099999,42181099999",False
2024-11-12 15:00:00,87.8,84.7,46.4,23.88,0.0,0,0,0,11.6,9.2,280.0,1013.0,0.0,2.5,534.6,1.9,5,10.0,Clear,clear-day,"VIDP,42181099999",False
2024-11-12 16:00:00,86.0,83.4,48.2,27.06,0.0,0,0,0,11.9,6.9,290.0,1013.0,0.0,2.5,386.2,1.4,4,10.0,Clear,clear-day,"VIDP,42181099999",False
2024-11-12 17:00:00,82.8,84.5,64.6,54.17,0.0,0,0,0,11.2,2.0,270.0,1011.3,1.2,1.3,220.9,0.8,2,10.0,Clear,clear-day,"42182099999,42176099999,VIDP,42139099999,42181099999",False
2024-11-12 18:00:00,80.6,79.9,50.0,34.45,0.0,0,0,0,6.5,8.1,280.0,1013.0,0.0,1.9,48.0,0.2,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-12 19:00:00,78.8,78.8,51.8,39.06,0.0,0,0,0,6.3,4.7,280.0,1014.0,0.0,1.9,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-12 20:00:00,71.0,71.0,60.6,69.64,0.0,0,0,0,6.0,1.0,290.0,1013.5,0.0,1.3,0.0,0.0,0,10.0,Clear,clear-night,"42182099999,VIDP,42181099999",False
2024-11-12 21:00:00,73.4,73.4,59.0,60.7,0.0,0,0,0,5.8,3.4,320.0,1015.0,0.0,1.2,0.0,0.0,0,10.0,Clear,clear-night,"VIDP,42181099999",False
2024-11-12 22:00:00,73.4,73.4,60.8,64.72,0.0,0,0,0,5.6,2.2,300.0,1014.0,0.0,0.6,0.0,0.0,0,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-12 23:00:00,68.2,68.2,60.1,75.37,0.0,0,0,0,5.1,0.6,284.0,1013.4,0.0,0.6,0.0,0.0,0,10.0,Clear,fog,"42182099999,VIDP,42181099999",False
2024-11-13 00:00:00,71.6,71.6,64.4,78.06,0.0,0,0,0,5.1,3.4,340.0,1013.0,0.0,0.6,0.0,0.0,0,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-13 01:00:00,69.8,69.8,66.2,88.35,0.0,0,0,0,6.5,3.4,290.0,1013.0,0.0,0.6,0.0,0.0,0,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-13 02:00:00,65.8,65.8,64.2,94.35,0.0,0,0,0,6.5,1.0,264.0,1012.4,0.0,0.5,0.0,0.0,0,10.0,Clear,fog,"42182099999,VIDP,42181099999",False
2024-11-13 03:00:00,66.2,66.2,64.4,93.93,0.0,0,0,0,6.9,4.7,250.0,1013.0,100.0,0.0,0.0,0.0,0,10.0,Overcast,cloudy,"VIDP,42181099999",False
2024-11-13 04:00:00,64.4,64.4,64.4,100.0,0.0,0,0,0,6.9,4.7,260.0,1013.0,100.0,0.0,0.0,0.0,0,10.0,Overcast,cloudy,"VIDP,42181099999",False
2024-11-13 05:00:00,66.3,66.3,66.0,98.99,0.0,0,0,0,6.5,3.7,264.0,1012.2,100.0,0.0,0.0,0.0,0,10.0,Overcast,cloudy,"42182099999,VIDP,42181099999",False
2024-11-13 06:00:00,66.2,66.2,64.4,93.93,0.0,0,0,0,6.0,4.7,260.0,1013.0,100.0,0.0,0.0,0.0,0,10.0,Overcast,cloudy,"VIDP,42181099999",False
2024-11-13 07:00:00,66.2,66.2,64.4,93.93,0.0,0,0,0,5.6,4.7,240.0,1014.0,100.0,0.0,0.0,0.0,0,10.0,Overcast,cloudy,"VIDP,42181099999",False
2024-11-13 08:00:00,68.0,68.0,65.9,93.15,0.0,0,0,0,7.4,4.0,260.0,1014.8,100.0,0.0,31.5,0.1,0,10.0,Overcast,cloudy,"42182099999,42176099999,VIDP,42139099999,42181099999",False
2024-11-13 09:00:00,66.2,66.2,64.4,93.93,0.0,0,0,0,9.8,4.7,250.0,1016.0,100.0,0.0,193.4,0.7,2,10.0,Overcast,cloudy,"VIDP,42181099999",False
2024-11-13 10:00:00,66.2,66.2,64.4,93.93,0.0,0,0,0,11.2,5.8,260.0,1016.0,100.0,0.0,383.1,1.4,4,10.0,Overcast,cloudy,"VIDP,42181099999",False
2024-11-13 11:00:00,72.2,72.2,67.2,84.31,0.0,0,0,0,12.8,6.3,269.0,1014.5,100.0,0.6,541.8,2.0,5,10.0,Overcast,fog,"42182099999,VIDP,42139099999,42181099999",False
2024-11-13 12:00:00,73.4,73.4,66.2,78.21,0.0,0,0,0,14.1,3.4,260.0,1014.0,0.0,0.6,646.8,2.3,6,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-13 13:00:00,77.0,77.0,62.6,61.16,0.0,0,0,0,15.2,3.4,260.0,1013.0,0.0,0.6,610.2,2.2,6,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-13 14:00:00,79.9,79.9,67.6,66.04,0.0,0,0,0,15.4,4.0,292.0,1011.5,13.4,0.6,613.1,2.2,6,10.0,Clear,fog,"42182099999,VIDP,42139099999,42181099999",False
2024-11-13 15:00:00,78.8,78.8,62.6,57.63,0.0,0,0,0,15.0,4.7,300.0,1012.0,0.0,0.6,529.8,1.9,5,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-13 16:00:00,77.0,77.0,62.6,61.16,0.0,0,0,0,14.3,4.7,320.0,1012.0,0.0,0.6,397.4,1.4,4,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-13 17:00:00,76.3,76.3,68.2,76.06,0.0,0,0,0,13.0,0.6,320.0,1011.3,0.0,0.6,225.5,0.8,2,10.0,Clear,fog,"42182099999,42176099999,VIDP,42139099999,42181099999",False
2024-11-13 18:00:00,73.4,73.4,64.4,73.46,0.0,0,0,0,8.3,2.2,331.2,1012.0,0.0,0.6,51.0,0.2,0,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-13 19:00:00,71.6,71.6,66.2,83.11,0.0,0,0,0,5.8,0.0,0.0,1013.0,0.0,0.6,0.0,0.0,0,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-13 20:00:00,68.2,68.2,65.2,90.02,0.0,0,0,0,4.9,0.0,0.0,1013.2,0.0,0.2,0.0,0.0,0,10.0,Clear,fog,"42182099999,VIDP,42181099999",False
2024-11-13 21:00:00,68.0,68.0,64.4,88.27,0.0,0,0,0,4.0,0.0,0.0,1014.0,0.0,0.6,0.0,0.0,0,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-13 22:00:00,68.0,68.0,64.4,88.27,0.0,0,0,0,3.4,2.2,341.8,1015.0,0.0,0.6,0.0,0.0,0,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-13 23:00:00,65.5,65.5,63.5,93.27,0.0,0,0,0,3.1,0.0,0.0,1014.3,0.0,0.2,0.0,0.0,0,10.0,Clear,fog,"42182099999,VIDP,42181099999",False
2024-11-14 00:00:00,68.0,68.0,64.4,88.27,0.0,0,0,0,3.1,0.0,0.0,1015.0,0.0,0.6,0.0,0.0,0,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-14 01:00:00,66.2,66.2,64.4,93.93,0.0,0,0,0,1.8,0.0,0.0,1015.0,0.0,0.6,0.0,0.0,0,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-14 02:00:00,63.8,63.8,62.7,96.05,0.0,0,0,0,2.2,0.0,0.0,1014.0,0.0,0.2,0.0,0.0,0,10.0,Clear,fog,"42182099999,VIDP,42181099999",False
2024-11-14 03:00:00,66.2,66.2,64.4,93.93,0.0,0,0,0,2.2,0.0,0.0,1014.0,0.0,0.6,0.0,0.0,0,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-14 04:00:00,64.4,64.4,62.6,93.88,0.0,0,0,0,2.0,2.2,154.6,1014.0,0.0,0.6,0.0,0.0,0,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-14 05:00:00,63.1,63.1,62.2,96.89,0.0,0,0,0,1.8,2.2,193.6,1014.6,0.0,0.1,0.0,0.0,0,10.0,Clear,fog,"42182099999,VIDP,42181099999",False
2024-11-14 06:00:00,64.4,64.4,62.6,93.88,0.0,0,0,0,2.7,4.7,60.0,1016.0,100.0,0.6,0.0,0.0,0,10.0,Overcast,fog,"VIDP,42181099999",False
2024-11-14 07:00:00,64.4,64.4,62.6,93.88,0.0,0,0,0,2.9,3.4,70.0,1016.0,100.0,0.0,0.0,0.0,0,10.0,Overcast,cloudy,"VIDP,42181099999",False
2024-11-14 08:00:00,65.9,65.9,64.6,95.6,0.0,0,0,0,2.9,0.0,359.0,1016.7,100.0,0.0,29.3,0.1,0,10.0,Overcast,cloudy,"42182099999,42176099999,VIDP,42139099999,42181099999",False
2024-11-14 09:00:00,69.8,69.8,64.4,82.99,0.0,0,0,0,5.6,0.0,0.0,1018.0,100.0,0.6,172.2,0.6,2,10.0,Overcast,fog,"VIDP,42181099999",False
2024-11-14 10:00:00,73.4,73.4,66.2,78.21,0.0,0,0,0,6.9,3.4,20.0,1018.0,0.0,0.6,361.5,1.3,4,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-14 11:00:00,77.3,77.3,66.8,70.09,0.0,0,0,0,7.6,0.6,170.6,1016.6,1.0,0.2,531.8,1.9,5,10.0,Clear,fog,"42182099999,VIDP,42139099999,42181099999",False
2024-11-14 12:00:00,82.4,82.5,59.0,45.1,0.0,0,0,0,8.7,2.2,239.8,1017.0,0.0,0.6,635.5,2.3,6,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-14 13:00:00,82.4,82.1,57.2,42.28,0.0,0,0,0,9.6,2.2,277.1,1016.0,0.0,0.6,674.7,2.4,7,10.0,Clear,fog,"VIDP,42181099999",False
2024-11-14 14:00:00,82.7,84.6,65.3,55.7,0.0,0,0,0,10.5,1.0,290.0,1013.9,1.6,0.7,623.3,2.2,6,10.0,Clear,fog,"42182099999,VIDP,42139099999,42181099999",False
2024-11-14 15:00:00,82.4,81.4,53.6,37.1,0.0,0,0,0,11.4,3.4,320.0,1015.0,0.0,1.2,552.2,2.0,6,10.0,Clear,clear-day,"VIDP,42181099999",False
2024-11-14 16:00:00,80.6,80.3,53.6,39.34,0.0,0,0,0,11.4,3.4,340.0,1015.0,0.0,1.2,402.4,1.4,4,10.0,Clear,clear-day,"VIDP,42181099999",False
2024-11-14 17:00:00,77.1,77.1,67.5,72.26,0.0,0,0,0,11.0,0.4,16.0,1013.7,0.2,0.7,211.4,0.8,2,10.0,Clear,fog,"42182099999,42176099999,VIDP,42139099999,42181099999,VIDD",False
2024-11-14 18:00:00,75.2,75.2,59.0,57.15,0.0,0,0,0,6.3,0.0,0.0,1015.0,0.0,1.2,49.2,0.2,0,10.0,Clear,clear-night,"VIDP,42181099999",False
